"","Wormbase.ID","Sequence.ID","Category.1","Category.2","Category.3","Automated.Description"
"11","WBGene00000625","Y54E10BL.2","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-48 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"12","WBGene00000628","T28F2.8","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-51 is predicted to be a structural constituent of cuticle."
"13","WBGene00000634","F26B1.4","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-58 is an ortholog of human COL16A1 (collagen type XVI alpha 1 chain) and COLQ\; is predicted to be a structural constituent of cuticle."
"14","WBGene00000637","C01H6.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-61 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"15","WBGene00000641","K08C9.4","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-65 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"16","WBGene00000644","C50D2.4","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-68 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"17","WBGene00000648","W09G10.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-72 is an ortholog of human OTOL1, C1QTNF7 (C1q and TNF related 7), and C1QTNF9 (C1q and TNF related 9)\; human C1QTNF9 exhibits identical protein binding activity."
"18","WBGene00000657","F38A3.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-81 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"19","WBGene00000660","T21B4.2","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-85 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"20","WBGene00000664","F17C8.2","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-89 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle\; is expressed in several tissues, including the head, the intestine, the nervous system, the reproductive system, and the tail."
"21","WBGene00000666","F09G8.6","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-91 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"22","WBGene00000672","ZK1010.7","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-97 is predicted to be a structural constituent of cuticle."
"23","WBGene00000678","F58F6.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-104 is an ortholog of human OTOL1, C1QTNF7 (C1q and TNF related 7), and C1QTNF9 (C1q and TNF related 9)\; is predicted to be a structural constituent of cuticle."
"24","WBGene00000680","Y77E11A.15","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-106 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"25","WBGene00000683","Y38C1BA.3","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-109 is predicted to be a structural constituent of cuticle\; is involved in endoplasmic reticulum unfolded protein response."
"26","WBGene00000687","C34D4.15","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-113 is an ortholog of human OTOL1, C1QTNF7 (C1q and TNF related 7), and C1QTNF9 (C1q and TNF related 9)\; is predicted to be a structural constituent of cuticle."
"27","WBGene00000704","F08G5.4","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-130 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle\; is expressed in the intestine and the vulva."
"28","WBGene00000712","F41F3.4","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-139 is predicted to be a structural constituent of cuticle."
"29","WBGene00000717","B0222.6","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-144 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle\; is expressed in the hypodermis."
"30","WBGene00000723","B0024.2","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-150 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"31","WBGene00000724","AC3.6","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-151 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"32","WBGene00000739","T07H6.3","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-166 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"33","WBGene00000740","T10E10.2","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-167 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"34","WBGene00000751","C34F6.2","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-178 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle\; is expressed widely."
"35","WBGene00000753","C44C10.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-180 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"36","WBGene00000756","F02D10.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-183 is predicted to be a structural constituent of cuticle."
"37","WBGene00000758","H06A10.2","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-185 is predicted to be a structural constituent of cuticle."
"38","WBGene00000759","E03G2.4","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-186 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"39","WBGene00000782","F36D3.9","Proteolysis general","Proteolysis general: cysteine","Proteolysis general: cysteine: cathepsin","cpr-2 is an ortholog of human CTSB (cathepsin B)\; is predicted to have cysteine-type peptidase activity."
"40","WBGene00000845","C02C2.3","Transmembrane transport","Transmembrane transport: unassigned","Transmembrane transport: unassigned","cup-4 is an ortholog of human CHRNB3 (cholinergic receptor nicotinic beta 3 subunit), CHRNA4 (cholinergic receptor nicotinic alpha 4 subunit), and CHRNA1 (cholinergic receptor nicotinic alpha 1 subunit)\; is predicted to have ion channel activity\; is involved in several processes, including determination of adult lifespan, endocytosis, and positive regulation of oviposition\; localizes to the cytoplasmic vesicle membrane."
"41","WBGene00003542","R10H1.5","Proteolysis general","Proteolysis general: metallopeptidase","Proteolysis general: metallopeptidase","nas-23 is predicted to have metalloendopeptidase activity and zinc ion binding activity\; is expressed in the hyp7 syncytium, the intestine, the pharyngeal muscle cell, and the rectum."
"42","WBGene00007543","C12D8.16","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","fipr-7 is enriched in the CEM, the HOB, the IL2 neuron, the germ line, and the ray neuron type B based on RNA-seq studies\; is affected by several genes including daf-16, daf-12, and clk-1 based on RNA-seq and microarray studies\; is affected by six chemicals including methylmercury hydroxide, manganese chloride, and multi-walled carbon nanotube based on RNA-seq studies."
"43","WBGene00007586","C14C10.3","Unassigned","Unassigned","Unassigned","ril-2 is enriched in the body wall muscle cell, the coelomocyte, the excretory cell, the intestine, and the reproductive system based on tiling array and RNA-seq studies\; is affected by several genes including daf-16, daf-2, and daf-12 based on microarray, tiling array, and RNA-seq studies\; is affected by eight chemicals including Cry5B, Alovudine, and stavudine based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: Batten's disease protein Cln3."
"44","WBGene00007606","C15C8.4","Metabolism","Metabolism: lipid","Metabolism: lipid: binding","C15C8.4 is an ortholog of human LRPAP1\; is predicted to have heparin binding activity, low-density lipoprotein particle receptor binding activity, and receptor antagonist activity\; is expressed in the head and the nervous system\; human orthologs of this gene are implicated in myopia."
"45","WBGene00008988","F20G2.5","Stress response","Stress response: pathogen","Stress response: pathogen: unassigned","F20G2.5 is involved in defense response to Gram-negative bacterium and innate immune response."
"46","WBGene00219412","ZK381.62","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","ZK381.62 is affected by daf-12, daf-16, and cox-5B based on RNA-seq studies\; is affected by Zidovudine based on RNA-seq studies."
